Unnamed: 0,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,unnamed:0
12082,Honda Amaze,Honda,Amaze,8,64000,Dealer,Diesel,Manual,25.8,1498,98.6,5,375000,9411
12083,Honda Amaze,Honda,Amaze,6,119621,Dealer,Diesel,Manual,25.8,1498,98.6,5,410000,9412
12084,Honda Amaze,Honda,Amaze,8,42000,Dealer,Diesel,Manual,25.8,1498,98.6,5,475000,9413
12085,Honda Amaze,Honda,Amaze,6,77000,Dealer,Diesel,Manual,25.8,1498,98.6,5,465000,9414
12087,Honda Amaze,Honda,Amaze,5,56964,Dealer,Diesel,Manual,25.8,1498,98.6,5,525000,9415
12088,Honda Amaze,Honda,Amaze,7,65000,Dealer,Diesel,Manual,25.8,1498,98.6,5,375000,9416
12090,Honda Amaze,Honda,Amaze,6,28000,Dealer,Diesel,Manual,25.8,1498,98.6,5,525000,9417
12091,Honda Amaze,Honda,Amaze,3,50000,Individual,Diesel,Manual,25.8,1498,98.6,5,720000,9418
12093,Honda Amaze,Honda,Amaze,6,70000,Individual,Diesel,Manual,25.8,1498,98.6,5,350000,9420
12094,Honda Amaze,Honda,Amaze,7,89000,Individual,Diesel,Manual,25.8,1498,98.6,5,320000,9421
12095,Honda Amaze,Honda,Amaze,5,100000,Individual,Diesel,Manual,25.8,1498,98.6,5,320000,9422
12096,Honda Amaze,Honda,Amaze,7,110000,Individual,Diesel,Manual,25.8,1498,98.6,5,375000,9423
12097,Honda Amaze,Honda,Amaze,7,56000,Individual,Diesel,Manual,25.8,1498,98.6,5,399000,9424
12098,Honda Amaze,Honda,Amaze,7,100000,Individual,Diesel,Manual,25.8,1498,98.6,5,550000,9425
12099,Honda Amaze,Honda,Amaze,7,90000,Individual,Diesel,Manual,25.8,1498,98.6,5,375000,9426
12104,Honda Amaze,Honda,Amaze,6,70000,Individual,Diesel,Manual,25.8,1498,98.6,5,480000,9429
12105,Honda Amaze,Honda,Amaze,4,55000,Individual,Diesel,Manual,25.8,1498,98.6,5,700000,9430
12106,Honda Amaze,Honda,Amaze,7,110000,Individual,Diesel,Manual,25.8,1498,98.6,5,370000,9431
12107,Honda Amaze,Honda,Amaze,8,100000,Individual,Diesel,Manual,25.8,1498,98.6,5,400000,9432
12108,Honda Amaze,Honda,Amaze,4,70000,Individual,Diesel,Manual,25.8,1498,98.6,5,350000,9433
12109,Honda Amaze,Honda,Amaze,8,97000,Individual,Diesel,Manual,25.8,1498,98.6,5,365000,9434
12110,Honda Amaze,Honda,Amaze,5,120000,Individual,Diesel,Manual,25.8,1498,98.6,5,470000,9435
12111,Honda Amaze,Honda,Amaze,7,105000,Individual,Diesel,Manual,25.8,1498,98.6,5,420000,9436
12112,Honda Amaze,Honda,Amaze,6,56000,Individual,Diesel,Manual,25.8,1498,98.6,5,510000,9437
12113,Honda Amaze,Honda,Amaze,4,70000,Individual,Diesel,Manual,25.8,1498,98.6,5,450000,9438
12114,Honda Amaze,Honda,Amaze,8,39500,Individual,Diesel,Manual,25.8,1498,98.6,5,320000,9439
12115,Honda Amaze,Honda,Amaze,6,44000,Individual,Diesel,Manual,25.8,1498,98.6,5,450000,9440
12117,Honda Amaze,Honda,Amaze,8,80000,Individual,Diesel,Manual,25.8,1498,98.6,5,350000,9441
12118,Honda Amaze,Honda,Amaze,7,50000,Individual,Diesel,Manual,25.8,1498,98.6,5,341000,9442
12119,Honda Amaze,Honda,Amaze,5,40000,Individual,Diesel,Manual,25.8,1498,98.6,5,400000,9443
12120,Honda Amaze,Honda,Amaze,8,66000,Individual,Diesel,Manual,25.8,1498,98.6,5,360000,9444
12121,Honda Amaze,Honda,Amaze,5,40000,Individual,Diesel,Manual,25.8,1498,98.6,5,515000,9445
12123,Honda Amaze,Honda,Amaze,4,100000,Individual,Diesel,Manual,25.8,1498,98.6,5,410000,9446
12124,Honda Amaze,Honda,Amaze,8,67000,Individual,Diesel,Manual,25.8,1498,98.6,5,300000,9447
12128,Honda Amaze,Honda,Amaze,6,62000,Individual,Diesel,Manual,25.8,1498,98.6,5,320000,9448
12129,Honda Amaze,Honda,Amaze,7,125000,Individual,Diesel,Manual,25.8,1498,98.6,5,290000,9449
12130,Honda Amaze,Honda,Amaze,7,60000,Individual,Diesel,Manual,25.8,1498,98.6,5,342000,9450
12131,Honda Amaze,Honda,Amaze,6,15000,Individual,Diesel,Manual,25.8,1498,98.6,5,525000,9451
12133,Honda Amaze,Honda,Amaze,7,92500,Individual,Diesel,Manual,25.8,1498,98.6,5,300000,9452
12134,Honda Amaze,Honda,Amaze,5,53000,Individual,Diesel,Manual,25.8,1498,98.6,5,450000,9453
12136,Honda Amaze,Honda,Amaze,8,34294,Individual,Diesel,Manual,25.8,1498,98.6,5,425000,9454
12137,Honda Amaze,Honda,Amaze,8,80000,Individual,Diesel,Manual,25.8,1498,98.6,5,300000,9455
12138,Honda Amaze,Honda,Amaze,8,80000,Individual,Diesel,Manual,25.8,1498,98.6,5,420000,9456
12140,Honda Amaze,Honda,Amaze,7,97000,Individual,Diesel,Manual,25.8,1498,98.6,5,400000,9458
12141,Honda Amaze,Honda,Amaze,6,120000,Individual,Diesel,Manual,25.8,1498,98.6,5,450000,9459
12142,Honda Amaze,Honda,Amaze,7,120000,Individual,Diesel,Manual,25.8,1498,98.6,5,300000,9460
12143,Honda Amaze,Honda,Amaze,3,60000,Individual,Diesel,Manual,25.8,1498,98.6,5,667000,9461
12144,Honda Amaze,Honda,Amaze,8,70000,Individual,Diesel,Manual,25.8,1498,98.6,5,400000,9462
12145,Honda Amaze,Honda,Amaze,7,110000,Individual,Diesel,Manual,25.8,1498,98.6,5,265000,9463
12147,Honda City,Honda,City,7,69000,Dealer,Diesel,Manual,25.1,1498,98.6,5,550000,9464
12150,Honda City,Honda,City,7,63000,Dealer,Diesel,Manual,26.0,1498,98.6,5,475000,9465
12152,Honda City,Honda,City,7,66100,Dealer,Diesel,Manual,26.0,1498,98.6,5,530000,9466
12153,Honda City,Honda,City,7,77000,Dealer,Diesel,Manual,26.0,1498,98.6,5,525000,9467
12154,Honda City,Honda,City,7,69000,Dealer,Diesel,Manual,26.0,1498,98.6,5,490000,9468
12155,Honda City,Honda,City,7,55000,Dealer,Diesel,Manual,26.0,1498,98.6,5,549000,9469
12156,Honda City,Honda,City,6,59000,Dealer,Diesel,Manual,26.0,1498,98.6,5,700000,9470
12157,Honda City,Honda,City,7,89000,Dealer,Diesel,Manual,26.0,1498,98.6,5,575000,9471
12158,Honda City,Honda,City,7,70000,Dealer,Diesel,Manual,26.0,1498,98.6,5,540000,9472
12159,Honda City,Honda,City,7,73000,Dealer,Diesel,Manual,26.0,1498,98.6,5,625000,9473
12160,Honda City,Honda,City,7,117000,Dealer,Diesel,Manual,25.1,1498,98.6,5,691000,9474
12161,Honda City,Honda,City,7,39000,Dealer,Diesel,Manual,25.1,1498,98.6,5,725000,9475
12162,Honda City,Honda,City,6,65122,Dealer,Diesel,Manual,26.0,1498,98.6,5,650000,9476
12163,Honda City,Honda,City,7,54027,Dealer,Diesel,Manual,26.0,1498,98.6,5,545000,9477
12164,Honda City,Honda,City,7,63351,Dealer,Diesel,Manual,26.0,1498,98.6,5,579000,9478
12165,Honda City,Honda,City,7,66852,Dealer,Diesel,Manual,25.1,1498,98.6,5,625000,9479
12166,Honda City,Honda,City,3,18000,Dealer,Diesel,Manual,26.0,1498,98.6,5,1150000,9480
12167,Honda City,Honda,City,7,26000,Dealer,Diesel,Manual,26.0,1498,98.6,5,590000,9481
12168,Honda City,Honda,City,6,78000,Dealer,Diesel,Manual,26.0,1498,98.6,5,651000,9482
12169,Honda City,Honda,City,7,74000,Dealer,Diesel,Manual,26.0,1498,98.6,5,590000,9483
12170,Honda City,Honda,City,7,65000,Dealer,Diesel,Manual,26.0,1498,98.6,5,745000,9484
12171,Honda City,Honda,City,7,45000,Dealer,Diesel,Manual,26.0,1498,98.6,5,675000,9485
12172,Honda City,Honda,City,7,63762,Dealer,Diesel,Manual,25.1,1498,98.6,5,650000,9486
12174,Honda City,Honda,City,3,29000,Dealer,Diesel,Manual,25.1,1498,98.6,5,1100000,9487
12175,Honda City,Honda,City,6,128000,Dealer,Diesel,Manual,26.0,1498,98.6,5,600000,9488
12176,Honda City,Honda,City,6,30000,Dealer,Diesel,Manual,26.0,1498,98.6,5,500000,9489
12177,Honda City,Honda,City,6,58972,Dealer,Diesel,Manual,26.0,1498,98.6,5,690000,9490
12178,Honda City,Honda,City,6,80000,Dealer,Diesel,Manual,26.0,1498,98.6,5,675000,9491
12179,Honda City,Honda,City,6,83000,Dealer,Diesel,Manual,26.0,1498,98.6,5,675000,9492
12180,Honda City,Honda,City,7,99000,Dealer,Diesel,Manual,25.1,1498,98.6,5,649000,9493
12181,Honda City,Honda,City,7,68000,Dealer,Diesel,Manual,25.1,1498,98.6,5,645000,9494
12182,Honda City,Honda,City,5,66000,Dealer,Diesel,Manual,26.0,1498,98.6,5,785000,9495
12183,Honda City,Honda,City,7,65000,Dealer,Diesel,Manual,26.0,1498,98.6,5,550000,9496
12184,Honda City,Honda,City,7,56954,Dealer,Diesel,Manual,26.0,1498,98.6,5,599000,9497
12185,Honda City,Honda,City,7,63200,Dealer,Diesel,Manual,25.1,1498,98.6,5,785000,9498
12186,Honda City,Honda,City,5,54000,Dealer,Diesel,Manual,26.0,1498,98.6,5,750000,9499
12187,Honda City,Honda,City,5,50000,Dealer,Diesel,Manual,26.0,1498,98.6,5,889000,9500
12188,Honda City,Honda,City,5,51300,Dealer,Diesel,Manual,26.0,1498,98.6,5,880000,9501
12189,Honda City,Honda,City,7,57000,Dealer,Diesel,Manual,26.0,1498,98.6,5,675000,9502
12190,Honda City,Honda,City,6,80540,Dealer,Diesel,Manual,26.0,1498,98.6,5,585000,9503
12191,Honda City,Honda,City,6,78000,Dealer,Diesel,Manual,26.0,1498,98.6,5,650000,9504
12192,Honda City,Honda,City,7,63339,Dealer,Diesel,Manual,26.0,1498,98.6,5,675000,9505
12193,Honda City,Honda,City,5,34000,Dealer,Diesel,Manual,25.1,1498,98.6,5,629000,9506
12194,Honda City,Honda,City,6,45000,Dealer,Diesel,Manual,25.1,1498,98.6,5,575000,9507
12195,Honda City,Honda,City,6,48000,Dealer,Diesel,Manual,26.0,1498,98.6,5,650000,9508
12196,Honda City,Honda,City,4,61000,Dealer,Diesel,Manual,26.0,1498,98.6,5,870000,9509
12199,Honda City,Honda,City,5,47129,Dealer,Diesel,Manual,26.0,1498,98.6,5,600000,9510
12202,Honda City,Honda,City,6,75000,Dealer,Diesel,Manual,26.0,1498,98.6,5,650000,9511
12203,Honda City,Honda,City,6,65000,Dealer,Diesel,Manual,26.0,1498,98.6,5,500000,9512
12204,Honda City,Honda,City,6,53000,Dealer,Diesel,Manual,26.0,1498,98.6,5,535000,9513
12205,Honda City,Honda,City,6,54700,Dealer,Diesel,Manual,26.0,1498,98.6,5,600000,9514
12207,Honda City,Honda,City,7,58719,Dealer,Diesel,Manual,26.0,1498,98.6,5,670000,9516
12209,Honda City,Honda,City,3,28000,Dealer,Diesel,Manual,26.0,1498,98.6,5,899000,9517
12210,Honda City,Honda,City,6,45000,Dealer,Diesel,Manual,26.0,1498,98.6,5,650000,9518
12211,Honda City,Honda,City,7,25000,Dealer,Diesel,Manual,26.0,1498,98.6,5,525000,9519
12212,Honda City,Honda,City,6,56210,Dealer,Diesel,Manual,26.0,1498,98.6,5,875000,9520
12216,Honda City,Honda,City,7,35000,Dealer,Diesel,Manual,26.0,1498,98.6,5,511000,9521
12217,Honda City,Honda,City,5,61225,Dealer,Diesel,Manual,26.0,1498,98.6,5,590000,9522
12218,Honda City,Honda,City,5,48000,Dealer,Diesel,Manual,26.0,1498,98.6,5,599000,9523
12219,Honda City,Honda,City,7,96434,Dealer,Diesel,Manual,26.0,1498,98.6,5,450000,9524
12222,Honda City,Honda,City,7,59000,Dealer,Diesel,Manual,25.1,1498,98.6,5,550000,9525
12224,Honda City,Honda,City,6,71678,Dealer,Diesel,Manual,25.1,1498,98.6,5,610000,9526
12225,Honda City,Honda,City,6,89000,Dealer,Diesel,Manual,26.0,1498,98.6,5,549000,9527
12226,Honda City,Honda,City,6,63000,Dealer,Diesel,Manual,26.0,1498,98.6,5,575000,9528
12227,Honda City,Honda,City,7,78000,Dealer,Diesel,Manual,26.0,1498,98.6,5,550000,9529
12228,Honda City,Honda,City,6,73000,Dealer,Diesel,Manual,26.0,1498,98.6,5,540000,9530
12229,Honda City,Honda,City,6,35000,Dealer,Diesel,Manual,26.0,1498,98.6,5,621000,9531
12230,Honda City,Honda,City,6,63000,Dealer,Diesel,Manual,26.0,1498,98.6,5,575000,9532
12231,Honda City,Honda,City,6,63000,Dealer,Diesel,Manual,26.0,1498,98.6,5,525000,9533
12232,Honda City,Honda,City,7,88000,Dealer,Diesel,Manual,26.0,1498,98.6,5,556000,9534
12233,Honda City,Honda,City,4,70000,Dealer,Diesel,Manual,26.0,1498,98.6,5,825000,9535
12234,Honda City,Honda,City,5,46000,Dealer,Diesel,Manual,26.0,1498,98.6,5,700000,9536
12235,Honda City,Honda,City,6,60000,Dealer,Diesel,Manual,26.0,1498,98.6,5,550000,9537
12236,Honda City,Honda,City,7,68000,Dealer,Diesel,Manual,26.0,1498,98.6,5,495000,9538
12237,Honda City,Honda,City,7,62000,Dealer,Diesel,Manual,26.0,1498,98.6,5,475000,9539
12238,Honda City,Honda,City,7,46000,Dealer,Diesel,Manual,26.0,1498,98.6,5,469000,9540
12239,Honda City,Honda,City,6,57000,Dealer,Diesel,Manual,26.0,1498,98.6,5,525000,9541
12240,Honda City,Honda,City,7,52643,Dealer,Diesel,Manual,26.0,1498,98.6,5,525000,9542
12241,Honda City,Honda,City,7,44000,Dealer,Diesel,Manual,26.0,1498,98.6,5,535000,9543
12242,Honda City,Honda,City,4,72000,Dealer,Diesel,Manual,25.1,1498,98.6,5,850000,9544
12244,Honda City,Honda,City,7,48000,Dealer,Diesel,Manual,26.0,1498,98.6,5,525000,9545
12245,Honda City,Honda,City,7,60000,Dealer,Diesel,Manual,26.0,1498,98.6,5,500000,9546
12247,Honda City,Honda,City,6,66000,Dealer,Diesel,Manual,26.0,1498,98.6,5,575000,9547
12248,Honda City,Honda,City,7,42000,Dealer,Diesel,Manual,25.1,1498,98.6,5,625000,9548
12249,Honda City,Honda,City,7,55000,Dealer,Diesel,Manual,26.0,1498,98.6,5,635000,9549
12250,Honda City,Honda,City,6,60000,Dealer,Diesel,Manual,26.0,1498,98.6,5,595000,9550
12251,Honda City,Honda,City,7,54000,Dealer,Diesel,Manual,26.0,1498,98.6,5,495000,9551
12252,Honda City,Honda,City,6,64000,Dealer,Diesel,Manual,25.1,1498,98.6,5,631000,9552
12253,Honda City,Honda,City,5,56000,Dealer,Diesel,Manual,26.0,1498,98.6,5,590000,9553
12254,Honda City,Honda,City,7,73000,Dealer,Diesel,Manual,25.1,1498,98.6,5,574000,9554
12255,Honda City,Honda,City,7,57500,Dealer,Diesel,Manual,26.0,1498,98.6,5,515000,9555
12256,Honda City,Honda,City,7,70000,Dealer,Diesel,Manual,26.0,1498,98.6,5,550000,9556
12257,Honda City,Honda,City,6,88102,Dealer,Diesel,Manual,26.0,1498,98.6,5,625000,9557
12258,Honda City,Honda,City,7,68900,Dealer,Diesel,Manual,25.1,1498,98.6,5,655000,9558
12259,Honda City,Honda,City,7,98000,Dealer,Diesel,Manual,26.0,1498,98.6,5,595000,9559
12261,Honda City,Honda,City,5,58000,Dealer,Diesel,Manual,26.0,1498,98.6,5,625000,9560
12263,Honda City,Honda,City,6,70500,Dealer,Diesel,Manual,26.0,1498,98.6,5,650000,9561
12264,Honda City,Honda,City,7,80633,Dealer,Diesel,Manual,26.0,1498,98.6,5,575000,9562
12265,Honda City,Honda,City,5,50000,Dealer,Diesel,Manual,26.0,1498,98.6,5,660000,9563
12267,Honda City,Honda,City,7,67000,Dealer,Diesel,Manual,26.0,1498,98.6,5,549000,9564
12268,Honda City,Honda,City,7,62000,Dealer,Diesel,Manual,26.0,1498,98.6,5,640000,9565
12269,Honda City,Honda,City,5,88102,Dealer,Diesel,Manual,26.0,1498,98.6,5,685000,9566
12271,Honda City,Honda,City,5,88000,Dealer,Diesel,Manual,26.0,1498,98.6,5,650000,9567
12272,Honda City,Honda,City,7,62000,Dealer,Diesel,Manual,26.0,1498,98.6,5,580000,9568
12273,Honda City,Honda,City,5,50000,Dealer,Diesel,Manual,26.0,1498,98.6,5,825000,9569
12276,Honda City,Honda,City,7,68000,Dealer,Diesel,Manual,26.0,1498,98.6,5,475000,9570
12277,Honda City,Honda,City,6,71000,Dealer,Diesel,Manual,26.0,1498,98.6,5,625000,9571
12279,Honda City,Honda,City,7,82911,Dealer,Diesel,Manual,26.0,1498,98.6,5,580000,9572
12280,Honda City,Honda,City,7,68000,Dealer,Diesel,Manual,26.0,1498,98.6,5,505000,9573
12281,Honda City,Honda,City,5,62000,Dealer,Diesel,Manual,26.0,1498,98.6,5,615000,9574
12282,Honda City,Honda,City,6,87000,Dealer,Diesel,Manual,26.0,1498,98.6,5,525000,9575
12283,Honda City,Honda,City,5,46000,Dealer,Diesel,Manual,26.0,1498,98.6,5,650000,9576
12284,Honda City,Honda,City,6,67897,Dealer,Diesel,Manual,26.0,1498,98.6,5,635000,9577
12285,Honda City,Honda,City,6,63595,Dealer,Diesel,Manual,26.0,1498,98.6,5,440000,9578
12288,Honda City,Honda,City,6,70000,Individual,Diesel,Manual,25.1,1498,98.6,5,700000,9580
12289,Honda City,Honda,City,6,50000,Individual,Diesel,Manual,25.1,1498,98.6,5,700000,9581
12292,Honda City,Honda,City,7,100000,Individual,Diesel,Manual,26.0,1498,98.6,5,570000,9583
12293,Honda City,Honda,City,7,110000,Individual,Diesel,Manual,25.1,1498,98.6,5,550000,9584
12294,Honda City,Honda,City,7,120000,Individual,Diesel,Manual,26.0,1498,98.6,5,450000,9585
12295,Honda City,Honda,City,5,60000,Individual,Diesel,Manual,26.0,1498,98.6,5,750000,9586
12296,Honda City,Honda,City,7,46000,Individual,Diesel,Manual,26.0,1498,98.6,5,501000,9587
12297,Honda City,Honda,City,6,40000,Individual,Diesel,Manual,25.1,1498,98.6,5,620000,9588
12298,Honda City,Honda,City,5,100000,Individual,Diesel,Manual,26.0,1498,98.6,5,850000,9589
12299,Honda City,Honda,City,7,70000,Individual,Diesel,Manual,26.0,1498,98.6,5,520000,9590
12300,Honda City,Honda,City,6,95000,Individual,Diesel,Manual,25.1,1498,98.6,5,600000,9591
12302,Honda City,Honda,City,5,50000,Individual,Diesel,Manual,26.0,1498,98.6,5,850000,9592
12303,Honda City,Honda,City,6,70000,Individual,Diesel,Manual,26.0,1498,98.6,5,650000,9593
12304,Honda City,Honda,City,6,70000,Individual,Diesel,Manual,26.0,1498,98.6,5,655000,9594
12305,Honda City,Honda,City,7,70000,Individual,Diesel,Manual,26.0,1498,98.6,5,600000,9595
12306,Honda City,Honda,City,6,120000,Individual,Diesel,Manual,26.0,1498,98.6,5,600000,9596
12307,Honda City,Honda,City,7,98000,Individual,Diesel,Manual,26.0,1498,98.6,5,580000,9597
12308,Honda City,Honda,City,7,51000,Individual,Diesel,Manual,25.1,1498,98.6,5,610000,9598
12309,Honda City,Honda,City,5,50000,Individual,Diesel,Manual,26.0,1498,98.6,5,850000,9599
12310,Honda City,Honda,City,6,120000,Individual,Diesel,Manual,25.1,1498,98.6,5,787000,9600
12311,Honda City,Honda,City,7,80000,Individual,Diesel,Manual,26.0,1498,98.6,5,450000,9601
12312,Honda City,Honda,City,4,25000,Individual,Diesel,Manual,26.0,1498,98.6,5,900000,9602
12313,Honda City,Honda,City,4,35000,Individual,Diesel,Manual,26.0,1498,98.6,5,900000,9603
12317,Honda City,Honda,City,5,35000,Individual,Diesel,Manual,26.0,1498,98.6,5,1000000,9605
12318,Honda City,Honda,City,5,100000,Individual,Diesel,Manual,26.0,1498,98.6,5,650000,9606
12319,Honda City,Honda,City,7,90000,Individual,Diesel,Manual,25.1,1498,98.6,5,550000,9607
12320,Honda City,Honda,City,7,80000,Individual,Diesel,Manual,25.1,1498,98.6,5,575000,9608
12321,Honda City,Honda,City,4,80000,Individual,Diesel,Manual,26.0,1498,98.6,5,750000,9609
12323,Honda City,Honda,City,6,80000,Individual,Diesel,Manual,25.1,1498,98.6,5,600000,9611
12324,Honda City,Honda,City,7,110000,Individual,Diesel,Manual,26.0,1498,98.6,5,600000,9612
12325,Honda City,Honda,City,7,120000,Individual,Diesel,Manual,25.1,1498,98.6,5,500000,9613
12327,Honda City,Honda,City,4,80000,Individual,Diesel,Manual,26.0,1498,98.6,5,700000,9615
12329,Honda City,Honda,City,7,85000,Individual,Diesel,Manual,26.0,1498,98.6,5,520000,9617
12330,Honda City,Honda,City,5,122000,Individual,Diesel,Manual,26.0,1498,98.6,5,800000,9618
12331,Honda City,Honda,City,6,75000,Individual,Diesel,Manual,26.0,1498,98.6,5,550000,9619
12332,Honda City,Honda,City,6,90000,Individual,Diesel,Manual,25.1,1498,98.6,5,580000,9620
12333,Honda City,Honda,City,5,85000,Individual,Diesel,Manual,26.0,1498,98.6,5,900000,9621
12334,Honda City,Honda,City,4,35000,Individual,Diesel,Manual,26.0,1498,98.6,5,850000,9622
12335,Honda City,Honda,City,7,63000,Individual,Diesel,Manual,26.0,1498,98.6,5,600000,9623
12336,Honda City,Honda,City,4,23000,Individual,Diesel,Manual,26.0,1498,98.6,5,875000,9624
12337,Honda City,Honda,City,6,50000,Individual,Diesel,Manual,26.0,1498,98.6,5,750000,9625
12338,Honda City,Honda,City,6,80000,Individual,Diesel,Manual,26.0,1498,98.6,5,550000,9626
12339,Honda City,Honda,City,6,80000,Individual,Diesel,Manual,26.0,1498,98.6,5,760000,9627
12341,Honda City,Honda,City,7,84000,Individual,Diesel,Manual,26.0,1498,98.6,5,400000,9628
12342,Honda City,Honda,City,6,110000,Individual,Diesel,Manual,25.1,1498,98.6,5,730000,9629
12345,Honda City,Honda,City,4,120000,Individual,Diesel,Manual,26.0,1498,98.6,5,750000,9630
12346,Honda City,Honda,City,6,75000,Individual,Diesel,Manual,26.0,1498,98.6,5,550000,9631
12347,Honda City,Honda,City,7,100000,Individual,Diesel,Manual,26.0,1498,98.6,5,550000,9632
12348,Honda City,Honda,City,5,34000,Individual,Diesel,Manual,26.0,1498,98.6,5,1025000,9633
12350,Honda City,Honda,City,5,68000,Individual,Diesel,Manual,26.0,1498,98.6,5,630000,9635
12351,Honda City,Honda,City,6,56000,Individual,Diesel,Manual,25.1,1498,98.6,5,690000,9636
12352,Honda City,Honda,City,6,90000,Individual,Diesel,Manual,26.0,1498,98.6,5,620000,9637
12355,Honda City,Honda,City,6,90000,Individual,Diesel,Manual,25.1,1498,98.6,5,650000,9638
12356,Honda City,Honda,City,7,110000,Individual,Diesel,Manual,26.0,1498,98.6,5,500000,9639
12357,Honda City,Honda,City,7,110000,Individual,Diesel,Manual,26.0,1498,98.6,5,490000,9640
12358,Hyundai i20,Hyundai,i20,7,47900,Dealer,Petrol,Automatic,15.0,1396,98.6,5,510000,9641
12359,Hyundai i20,Hyundai,i20,7,40000,Dealer,Petrol,Automatic,15.0,1396,98.6,5,540000,9642
12360,Hyundai i20,Hyundai,i20,6,50000,Dealer,Petrol,Automatic,15.0,1396,98.6,5,400000,9643
12362,Hyundai i20,Hyundai,i20,7,70000,Individual,Petrol,Automatic,15.0,1396,98.6,5,375000,9644
12364,Honda Jazz,Honda,Jazz,5,23000,Dealer,Diesel,Manual,27.3,1498,98.6,5,525000,9645
12365,Honda Jazz,Honda,Jazz,6,88541,Dealer,Diesel,Manual,27.3,1498,98.6,5,500000,9646
12366,Honda Jazz,Honda,Jazz,6,65000,Dealer,Diesel,Manual,27.3,1498,98.6,5,450000,9647
12367,Honda Jazz,Honda,Jazz,6,82503,Dealer,Diesel,Manual,27.3,1498,98.6,5,611000,9648
12368,Honda Jazz,Honda,Jazz,5,39000,Dealer,Diesel,Manual,27.3,1498,98.6,5,485000,9649
12370,Honda Jazz,Honda,Jazz,5,71400,Dealer,Diesel,Manual,27.3,1498,98.6,5,630000,9650
12371,Honda Jazz,Honda,Jazz,5,48000,Dealer,Diesel,Manual,27.3,1498,98.6,5,550000,9651
12372,Honda Jazz,Honda,Jazz,4,70000,Dealer,Diesel,Manual,27.3,1498,98.6,5,625000,9652
12373,Honda Jazz,Honda,Jazz,5,65000,Dealer,Diesel,Manual,27.3,1498,98.6,5,590000,9653
12374,Honda Jazz,Honda,Jazz,6,82000,Dealer,Diesel,Manual,27.3,1498,98.6,5,475000,9654
12375,Honda Jazz,Honda,Jazz,5,66325,Dealer,Diesel,Manual,27.3,1498,98.6,5,625000,9655
12376,Honda Jazz,Honda,Jazz,6,68757,Dealer,Diesel,Manual,27.3,1498,98.6,5,640000,9656
12377,Honda Jazz,Honda,Jazz,5,19000,Dealer,Diesel,Manual,27.3,1498,98.6,5,490000,9657
12378,Honda Jazz,Honda,Jazz,4,69000,Dealer,Diesel,Manual,27.3,1498,98.6,5,675000,9658
12379,Honda Jazz,Honda,Jazz,6,127357,Dealer,Diesel,Manual,27.3,1498,98.6,5,235000,9659
12380,Honda Jazz,Honda,Jazz,5,42000,Dealer,Diesel,Manual,27.3,1498,98.6,5,425000,9660
12381,Honda Jazz,Honda,Jazz,4,78000,Dealer,Diesel,Manual,27.3,1498,98.6,5,635000,9661
12382,Honda Jazz,Honda,Jazz,5,16000,Dealer,Diesel,Manual,27.3,1498,98.6,5,725000,9662
12383,Honda Jazz,Honda,Jazz,5,72000,Dealer,Diesel,Manual,27.3,1498,98.6,5,539000,9663
12385,Honda Jazz,Honda,Jazz,6,61000,Dealer,Diesel,Manual,27.3,1498,98.6,5,525000,9664
12386,Honda Jazz,Honda,Jazz,5,66000,Dealer,Diesel,Manual,27.3,1498,98.6,5,625000,9665
12387,Honda Jazz,Honda,Jazz,5,38739,Dealer,Diesel,Manual,27.3,1498,98.6,5,575000,9666
12388,Honda Jazz,Honda,Jazz,5,103000,Dealer,Diesel,Manual,27.3,1498,98.6,5,625000,9667
12389,Honda Jazz,Honda,Jazz,6,70100,Dealer,Diesel,Manual,27.3,1498,98.6,5,595000,9668
12390,Honda Jazz,Honda,Jazz,6,40000,Dealer,Diesel,Manual,27.3,1498,98.6,5,665000,9669
12392,Honda Jazz,Honda,Jazz,5,44000,Dealer,Diesel,Manual,27.3,1498,98.6,5,630000,9670
12393,Honda Jazz,Honda,Jazz,3,19023,Dealer,Diesel,Manual,27.3,1498,98.6,5,1010000,9671
12395,Honda Jazz,Honda,Jazz,5,56214,Dealer,Diesel,Manual,27.3,1498,98.6,5,450000,9672
12396,Honda Jazz,Honda,Jazz,3,15000,Dealer,Diesel,Manual,27.3,1498,98.6,5,700000,9673
12397,Honda Jazz,Honda,Jazz,6,35380,Dealer,Diesel,Manual,27.3,1498,98.6,5,660000,9674
12398,Honda Jazz,Honda,Jazz,6,60000,Dealer,Diesel,Manual,27.3,1498,98.6,5,695000,9675
12399,Honda Jazz,Honda,Jazz,5,73000,Individual,Diesel,Manual,27.3,1498,98.6,5,720000,9676
12400,Honda Jazz,Honda,Jazz,5,60000,Individual,Diesel,Manual,27.3,1498,98.6,5,575000,9677
12402,Honda Jazz,Honda,Jazz,5,9999,Individual,Diesel,Manual,27.3,1498,98.6,5,800000,9678
12403,Honda Jazz,Honda,Jazz,3,68000,Individual,Diesel,Manual,27.3,1498,98.6,5,725000,9679
12404,Honda Jazz,Honda,Jazz,6,90000,Individual,Diesel,Manual,27.3,1498,98.6,5,600000,9680
12405,Honda Jazz,Honda,Jazz,5,40000,Individual,Diesel,Manual,27.3,1498,98.6,5,680000,9681
